timestamp shashi_outflow shashi_inflow shashi_risedrop shashi_level chenglingji_outflow chenglingji_inflow chenglingji_risedrop chenglingji_level
1595098800 0 37100 5 42.33 0 23100 6 33.93
1595102400 0 37600 5 42.4 0 23000 5 33.96
1595106000 0 37900 5 42.43 0 22900 5 33.97
1595109600 0 38000 5 42.47 0 22800 5 33.99
1595113200 0 38500 5 42.53 0 22800 5 34
1595116800 0 38800 5 42.56 0 22600 5 34.03
1595120400 0 39100 5 42.6 0 22600 5 34.04
1595124000 0 39000 5 42.61 0 19800 4 34.03
1595124000 0 39000 5 42.61 0 22600 4 34.03
1595127600 0 39200 5 42.64 0 19500 5 34.08
1595131200 0 39100 5 42.65 0 19600 4 34.05
1595134800 0 39200 5 42.67 0 19700 4 34.04
1595138400 0 39600 5 42.7 0 19700 6 34.04
1595142000 0 39500 5 42.71 0 19500 5 34.07
1595145600 0 39800 5 42.74 0 19500 5 34.08
1595149200 0 39800 6 42.74 0 19400 5 34.09
1595152800 0 40200 5 42.78 0 19000 5 34.16
1595156400 0 40400 5 42.82 0 19200 4 34.13
1595160000 0 40900 5 42.86 0 19200 6 34.13
1595163600 0 38600 4 42.84 0 19400 4 34.09
1595167200 0 38400 6 42.84 0 19300 5 34.11
1595170800 0 38700 5 42.88 0 19200 5 34.13
1595174400 0 38900 5 42.89 0 18800 5 34.2
1595178000 0 38900 6 42.89 0 19200 4 34.13
1595181600 0 38700 4 42.88 0 18800 5 34.21
1595185200 0 38600 4 42.86 0 18700 5 34.22
1595188800 0 38700 5 42.87 0 19000 4 34.16
1595192400 0 38600 5 42.88 0 18800 5 34.21
1595196000 0 38900 5 42.89 0 18800 4 34.2
1595199600 0 38900 4 42.88 0 18800 5 34.21
1595203200 0 38100 4 42.85 0 18600 5 34.24
1595206800 0 38600 5 42.89 0 18500 5 34.27
1595210400 0 38300 4 42.85 0 18600 4 34.24
1595214000 0 38300 5 42.88 0 18600 6 34.24
1595217600 0 38000 4 42.86 0 18200 5 34.33
1595221200 0 38200 5 42.88 0 18300 4 34.3
1595224800 0 38300 5 42.9 0 18300 5 34.31
1595228400 0 37800 4 42.87 0 18200 5 34.33
1595232000 0 38300 5 42.9 0 18200 4 34.32
1595235600 0 38100 6 42.9 0 18200 5 34.34
1595239200 0 38300 5 42.92 0 18200 4 34.31
1595242800 0 37900 4 42.89 0 18200 5 34.4
1595246400 0 37900 5 42.9 0 18200 4 34.38
1595250000 0 37900 4 42.89 0 18200 6 34.38
1595253600 0 37800 4 42.88 0 18200 4 34.33
1595257200 0 37900 5 42.9 0 18200 5 34.43
1595260800 0 37600 4 42.88 0 18200 4 34.39
1595264400 0 37700 5 42.89 0 18200 5 34.41
1595268000 0 37400 4 42.86 0 18200 6 34.41
1595271600 0 37500 6 42.86 0 18200 4 34.4
1595275200 0 37600 5 42.88 0 18200 5 34.41
1595278800 0 37500 6 42.88 0 18200 6 34.41
1595282400 0 37000 4 42.83 0 18200 6 34.41
1595286000 0 37400 5 42.87 0 18200 6 34.41
1595289600 0 37200 4 42.85 0 18200 6 34.41
1595293200 0 37200 6 42.85 0 18100 5 34.45
1595296800 0 37300 5 42.86 0 20500 5 34.46
1595300400 0 37600 5 42.87 0 20500 4 34.45
1595304000 0 37000 4 42.85 0 20600 5 34.5
1595307600 0 37200 5 42.86 0 20500 4 34.46
1595311200 0 37300 5 42.87 0 20500 4 34.45
1595314800 0 36000 4 42.85 0 20600 5 34.5
1595314800 0 37000 4 42.85 0 20600 5 34.5
1595318400 0 36200 5 42.86 0 20600 4 34.49
1595322000 0 36000 4 42.84 0 20600 5 34.5
1595325600 0 36400 5 42.88 0 20600 5 34.5
1595329200 0 36000 4 42.85 0 20600 4 34.48
1595332800 0 36100 6 42.85 0 20500 4 34.47
1595336400 0 36200 5 42.87 0 20600 5 34.5
1595340000 0 36200 4 42.86 0 20600 6 34.5
1595343600 0 36000 6 42.86 0 20500 4 34.45
1595347200 0 36000 4 42.85 0 20500 5 34.47
1595350800 0 36100 6 42.85 0 20600 5 34.49
1595354400 0 35900 4 42.84 0 20600 4 34.48
1595358000 0 36000 5 42.85 0 20600 5 34.49
1595361600 0 36100 5 42.87 0 20600 6 34.49
1595365200 0 36500 5 42.9 0 20600 6 34.49
1595368800 0 36600 4 42.89 0 20500 4 34.47
1595372400 0 35800 4 42.86 0 20500 6 34.47
1595376000 0 36300 5 42.9 0 20600 5 34.5
1595379600 0 36300 4 42.88 0 20600 4 34.48
1595383200 0 36200 6 42.88 0 20500 4 34.47
1595383200 0 36200 6 42.88 0 21900 4 34.47
1595386800 0 36300 5 42.91 0 22100 5 34.52
1595390400 0 36100 4 42.88 0 22000 4 34.5
1595394000 0 36300 5 42.9 0 22100 5 34.52
1595397600 0 36200 4 42.89 0 21900 4 34.48
1595401200 0 36500 5 42.93 0 22100 5 34.53
1595404800 0 36200 4 42.9 0 22000 4 34.49
1595408400 0 36200 4 42.89 0 21900 4 34.48
1595412000 0 36300 5 42.91 0 22000 5 34.5
1595415600 0 36300 4 42.9 0 22000 6 34.5
1595419200 0 36100 4 42.88 0 22100 5 34.52
1595422800 0 36100 5 42.9 0 21900 4 34.5
1595426400 0 36400 5 42.92 0 21900 6 34.5
1595430000 0 36100 4 42.89 0 21900 6 34.5
1595433600 0 36300 5 42.91 0 22000 4 34.46
1595437200 0 36200 4 42.89 0 22100 4 34.43
1595440800 0 36400 5 42.91 0 22000 5 34.45
1595444400 0 36600 5 42.94 0 22000 5 34.46
1595448000 0 36600 4 42.93 0 21900 5 34.5
1595451600 0 36700 5 42.95 0 22000 4 34.46
1595455200 0 36800 5 42.97 0 22000 4 34.45
1595458800 0 36600 4 42.95 0 22000 5 34.46
1595462400 0 36900 5 42.98 0 21900 5 34.5
1595466000 0 36700 6 42.98 0 20000 4 34.46
1595466000 0 36700 6 42.98 0 22000 4 34.46
1595469600 0 37000 5 43 0 19900 5 34.47
1595473200 0 37300 5 43.03 0 19900 4 34.46
1595476800 0 36900 4 42.99 0 20000 5 34.5
1595480400 0 37100 5 43 0 19900 4 34.47
1595484000 0 37300 5 43.01 0 19900 4 34.45
1595487600 0 37100 5 43.03 0 20000 5 34.49
1595491200 0 37300 5 43.05 0 20000 6 34.49
1595494800 0 37500 5 43.06 0 19900 4 34.47
1595498400 0 37400 4 43.05 0 19900 4 34.45
1595502000 0 37200 5 43.07 0 19900 5 34.46
1595505600 0 37200 4 43.05 0 20000 5 34.49
1595509200 0 37400 5 43.08 0 19800 4 34.41
1595512800 0 37300 4 43.05 0 19800 5 34.43
1595516400 0 37700 5 43.09 0 19800 4 34.41
1595520000 0 37200 4 43.06 0 19900 5 34.46
1595523600 0 37300 5 43.1 0 19900 5 34.48
1595527200 0 37700 6 43.1 0 19900 4 34.45
1595530800 0 38000 5 43.14 0 19900 5 34.47
1595534400 0 38000 5 43.16 0 19800 4 34.41
1595538000 0 38100 6 43.16 0 19800 5 34.43
1595541600 0 38600 5 43.22 0 19900 5 34.46
1595545200 0 38500 4 43.21 0 19900 6 34.46
1595548800 0 38800 5 43.26 0 20000 5 34.49
1595552400 0 38500 4 43.24 0 19900 4 34.46
1595556000 0 38700 6 43.24 0 19900 4 34.45
1595559600 0 38600 5 43.26 0 20000 5 34.5
1595563200 0 39000 5 43.3 0 20000 6 34.5
1595566800 0 39000 6 43.3 0 19900 4 34.47
1595570400 0 39000 6 43.3 0 19900 6 34.47
1595574000 0 39300 5 43.34 0 20000 5 34.5
1595577600 0 39400 5 43.36 0 19900 4 34.46
1595581200 0 39000 4 43.33 0 20000 5 34.49
1595584800 0 39000 5 43.34 0 19800 4 34.43
1595588400 0 39100 5 43.36 0 19900 5 34.45
1595592000 0 38600 4 43.32 0 19800 4 34.43
1595595600 0 38500 4 43.3 0 19900 5 34.45
1595599200 0 38400 4 43.28 0 19900 5 34.47
1595602800 0 38000 4 43.24 0 19800 4 34.41
1595606400 0 38100 5 43.25 0 19900 5 34.47
1595610000 0 37600 4 43.19 0 19800 4 34.41
1595613600 0 37800 5 43.2 0 19900 5 34.46
1595617200 0 37700 4 43.19 0 20000 5 34.5
1595620800 0 37900 6 43.19 0 20000 6 34.5
1595624400 0 37600 4 43.16 0 20000 4 34.49
1595628000 0 37600 6 43.16 0 19900 4 34.47
1595631600 0 37100 4 43.1 0 19900 5 34.48
1595635200 0 37600 5 43.14 0 20000 5 34.52
1595638800 0 36800 4 43.07 0 19900 4 34.46
1595642400 0 37100 5 43.08 0 18900 6 34.48
1595646000 0 37100 4 43.07 0 18900 4 34.46
1595649600 0 36700 4 43.05 0 18800 5 34.52
1595653200 0 36600 4 43.03 0 18900 4 34.48
1595656800 0 36700 6 43.03 0 18800 5 34.5
1595660400 0 36600 4 43 0 18800 4 34.49
1595664000 0 36800 5 43.02 0 18700 5 34.56
1595667600 0 36600 4 43 0 18800 4 34.53
1595671200 0 36500 4 42.99 0 18800 4 34.49
1595674800 0 36100 4 42.93 0 18700 5 34.55
1595678400 0 35600 4 42.88 0 18700 4 34.54
1595682000 0 35300 4 42.84 0 19100 4 34.53
1595685600 0 35300 4 42.83 0 19100 6 34.53
1595689200 0 34900 4 42.78 0 19000 4 34.5
1595692800 0 35200 6 42.78 0 19100 5 34.54
1595696400 0 34800 4 42.73 0 19200 5 34.56
1595700000 0 34600 4 42.7 0 19200 6 34.56
1595703600 0 34400 4 42.68 0 19200 5 34.58
1595707200 0 34800 5 42.69 0 19100 4 34.54
1595710800 0 34500 4 42.66 0 19000 4 34.5
1595718000 0 34200 4 42.61 0 19100 6 34.53
1595721600 0 34200 4 42.6 0 19100 4 34.52
1595725200 0 34000 4 42.57 0 21900 5 34.56
1595728800 0 34000 6 42.57 0 21900 6 34.56
1595732400 0 34300 5 42.58 0 22000 5 34.58
1595736000 0 34100 4 42.56 0 21800 4 34.54
1595739600 0 33800 4 42.54 0 22000 5 34.58
1595743200 0 34100 5 42.55 0 21800 4 34.54
1595746800 0 34100 4 42.53 0 21600 4 34.5
1595750400 0 34400 5 42.57 0 21800 5 34.54
1595754000 0 34200 4 42.54 0 21700 4 34.53
1595757600 0 34300 5 42.55 0 21600 4 34.5
1595761200 0 34400 4 42.54 0 21700 5 34.52
1595764800 0 34500 5 42.56 0 21600 4 34.5
1595768400 0 34600 6 42.56 0 21700 5 34.52
1595772000 0 34600 6 42.56 0 21800 5 34.54
1595775600 0 34600 5 42.57 0 21700 4 34.52
1595782800 0 34800 5 42.58 0 22000 5 34.59
1595786400 0 34800 6 42.58 0 21700 4 34.53
1595790000 0 34800 6 42.58 0 21700 6 34.53
1595793600 0 34800 4 42.57 0 21700 6 34.53
1595797200 0 34700 6 42.57 0 22000 5 34.59
1595800800 0 34700 4 42.56 0 22000 6 34.59
1595804400 0 34500 4 42.55 0 21900 4 34.56
1595808000 0 34300 4 42.53 0 21900 5 34.57
1595811600 0 34400 5 42.54 0 22200 5 34.62
1595815200 0 34300 4 42.52 0 22400 4 34.58
1595818800 0 34200 6 42.52 0 22500 5 34.61
1595822400 0 33900 4 42.5 0 22400 4 34.59
1595826000 0 34100 6 42.5 0 22600 5 34.62
1595829600 0 33900 4 42.49 0 22600 5 34.63
1595833200 0 33700 4 42.47 0 22800 5 34.66
1595836800 0 33700 4 42.46 0 22900 5 34.68
1595840400 0 33300 4 42.44 0 22800 4 34.66
1595844000 0 33500 5 42.45 0 22700 4 34.65
1595847600 0 33600 6 42.45 0 22700 6 34.65
1595851200 0 33800 6 42.45 0 22900 5 34.7
1595854800 0 33600 6 42.45 0 23100 4 34.66
1595858400 0 33900 5 42.46 0 23300 5 34.71
1595862000 0 33700 5 42.47 0 23200 4 34.68
1595865600 0 33800 5 42.48 0 23200 6 34.68
1595869200 0 33800 4 42.47 0 23400 5 34.72
1595872800 0 33900 5 42.48 0 23400 5 34.73
1595876400 0 33900 4 42.47 0 23200 4 34.68
1595880000 0 33900 5 42.48 0 23200 6 34.68
1595883600 0 33700 4 42.47 0 23300 5 34.7
1595887200 0 33600 6 42.47 0 23200 4 34.68
1595890800 0 33900 5 42.48 0 23400 5 34.72
1595894400 0 33700 6 42.48 0 23400 6 34.72
1595898000 0 33800 6 42.48 0 23300 4 34.7
1595901600 0 33600 4 42.47 0 23300 6 34.7
1595901600 0 33600 4 42.47 0 25300 6 34.7
1595905200 0 33700 6 42.47 0 25100 5 34.72
1595908800 0 33700 6 42.47 0 25100 6 34.72
1595912400 0 33500 4 42.46 0 25200 5 34.74
1595916000 0 33600 5 42.47 0 25000 4 34.71
1595919600 0 33600 6 42.47 0 25200 5 34.73
1595923200 0 33600 5 42.48 0 25000 4 34.71
1595926800 0 33800 5 42.49 0 24800 4 34.68
1595930400 0 33900 5 42.5 0 25000 5 34.7
1595934000 0 34000 5 42.51 0 25000 6 34.7
1595937600 0 34100 5 42.52 0 25200 5 34.73
1595941200 0 34200 5 42.54 0 24800 4 34.68
1595944800 0 34300 5 42.56 0 24800 6 34.68
1595948400 0 34200 6 42.56 0 24700 4 34.66
1595952000 0 34400 5 42.58 0 24800 5 34.68
1595955600 0 34500 5 42.59 0 24700 4 34.66
1595959200 0 34700 5 42.6 0 24800 5 34.68
1595962800 0 34800 5 42.62 0 24800 6 34.68
1595966400 0 34500 4 42.61 0 24700 4 34.66
1595970000 0 34700 5 42.63 0 24800 5 34.68
1595973600 0 34800 6 42.63 0 24500 4 34.63
1595977200 0 34900 5 42.65 0 24500 5 34.64
1595980800 0 34900 6 42.65 0 24800 5 34.68
1595984400 0 35100 5 42.66 0 24500 4 34.63
1595988000 0 34900 6 42.66 0 23700 5 34.65
1595991600 0 34900 6 42.66 0 23500 4 34.62
1595995200 0 34900 6 42.66 0 23700 5 34.65
1595998800 0 34900 6 42.66 0 23600 4 34.63
1596002400 0 34800 6 42.66 0 23600 6 34.63
1596006000 0 34700 4 42.65 0 23500 4 34.61
1596009600 0 34800 5 42.66 0 23500 5 34.62
1596013200 0 34700 6 42.66 0 23600 5 34.64
1596013200 0 34900 6 42.66 0 23600 5 34.64
1596016800 0 34800 5 42.67 0 23300 4 34.58
1596020400 0 34800 4 42.66 0 23300 5 34.59
1596024000 0 34800 5 42.67 0 23100 4 34.55
1596027600 0 34800 4 42.66 0 23200 5 34.57
1596031200 0 34900 6 42.66 0 23300 5 34.59
1596034800 0 34800 6 42.66 0 23300 4 34.58
1596038400 0 34900 6 42.66 0 23300 5 34.59
1596042000 0 34900 4 42.65 0 23300 6 34.59
1596045600 0 35000 5 42.67 0 23000 4 34.53
1596049200 0 34900 6 42.67 0 23100 5 34.55
1596052800 0 35100 5 42.68 0 23200 5 34.56
1596056400 0 34900 4 42.67 0 23000 4 34.54
1596060000 0 34700 4 42.66 0 23000 4 34.53
1596063600 0 35000 5 42.68 0 22700 4 34.49
1596067200 0 35200 6 42.68 0 22700 6 34.49
1596070800 0 35100 6 42.68 0 21400 5 34.52
1596070800 0 35100 6 42.68 0 22900 5 34.52
1596074400 0 34800 6 42.68 0 21700 4 34.47
1596078000 0 35200 4 42.67 0 21700 5 34.48
1596081600 0 35000 5 42.68 0 21800 5 34.49
1596085200 0 35100 4 42.67 0 21600 4 34.46
1596088800 0 34900 6 42.67 0 21700 5 34.48
1596092400 0 35300 5 42.68 0 21800 5 34.49
1596096000 0 35200 6 42.68 0 21600 4 34.46
1596099600 0 35200 6 42.68 0 21400 4 34.43
1596103200 0 35200 6 42.68 0 21700 5 34.47
1596106800 0 35100 6 42.68 0 21700 6 34.47
1596110400 0 35200 6 42.68 0 21400 4 34.43
1596114000 0 35300 6 42.68 0 21100 4 34.38
1596117600 0 35100 4 42.67 0 21300 5 34.41
1596121200 0 35200 6 42.67 0 21300 6 34.41
1596124800 0 35100 4 42.66 0 21100 4 34.38
1596128400 0 35100 6 42.66 0 21400 5 34.43
1596132000 0 35000 4 42.65 0 21100 4 34.39
1596135600 0 34900 4 42.64 0 21300 5 34.41
1596139200 0 34800 4 42.63 0 20800 4 34.34
1596142800 0 34900 6 42.63 0 21200 5 34.4
1596146400 0 34900 4 42.62 0 21000 4 34.37
1596150000 0 34700 4 42.59 0 21100 5 34.39
1596153600 0 34700 4 42.58 0 21000 4 34.36
1596157200 0 34600 4 42.57 0 21000 6 34.36
1596160800 0 34400 4 42.56 0 21000 5 34.37
1596164400 0 34600 6 42.56 0 21000 4 34.36
1596168000 0 34400 4 42.54 0 21100 5 34.38
1596171600 0 34300 4 42.52 0 20700 4 34.32
1596175200 0 34200 4 42.51 0 20800 5 34.34
1596178800 0 34300 4 42.5 0 20600 4 34.31
1596182400 0 34200 4 42.49 0 20600 6 34.31
1596186000 0 34100 6 42.49 0 20600 4 34.3
1596189600 0 33900 4 42.45 0 20800 5 34.34
1596193200 0 34100 5 42.47 0 20400 4 34.28
1596196800 0 34100 4 42.46 0 20800 5 34.33
1596200400 0 33900 4 42.44 0 20400 4 34.28
1596204000 0 33900 6 42.44 0 20500 5 34.29
1596207600 0 34100 6 42.44 0 20600 5 34.3
1596211200 0 34000 6 42.44 0 20400 4 34.28
1596214800 0 33800 4 42.43 0 20400 4 34.27
1596218400 0 33800 4 42.41 0 20100 4 34.22
1596222000 0 33700 4 42.4 0 20200 5 34.25
1596225600 0 33800 6 42.4 0 20200 4 34.24
1596229200 0 33900 6 42.4 0 20200 6 34.24
1596232800 0 33900 6 42.4 0 20200 5 34.25
1596236400 0 33800 4 42.39 0 19900 4 34.2
1596240000 0 33700 6 42.39 0 20200 5 34.25
1596243600 0 33500 4 42.37 0 20200 6 34.25
1596247200 0 33500 4 42.34 0 20100 4 34.22
1596250800 0 33200 4 42.3 0 19900 4 34.2
1596254400 0 32900 4 42.27 0 19800 4 34.18
1596258000 0 32700 4 42.24 0 20000 5 34.21
1596261600 0 32600 4 42.21 0 19800 4 34.18
1596265200 0 32400 4 42.18 0 19700 4 34.16
1596268800 0 32600 4 42.15 0 20000 5 34.21
1596272400 0 32300 4 42.14 0 20100 5 34.22
1596283200 0 31800 4 42.05 0 19800 5 34.18
1596286800 0 31700 4 42.03 0 19500 4 34.13
1596290400 0 31500 4 42.01 0 19400 4 34.11
1596294000 0 31500 4 42 0 19400 5 34.12
1596297600 0 31700 6 42 0 19400 6 34.12
1596301200 0 31800 5 42.01 0 19200 4 34.09
1596304800 0 32000 5 42.02 0 19400 5 34.12
1596308400 0 32200 5 42.04 0 19200 4 34.08
1596312000 0 32300 5 42.05 0 19500 5 34.13
1596315600 0 32400 5 42.06 0 19200 4 34.08
1596319200 0 32400 5 42.07 0 19000 4 34.05
1596322800 0 32700 5 42.09 0 19000 6 34.05
1596326400 0 32600 6 42.09 0 19000 5 34.06
1596330000 0 32800 5 42.11 0 18900 4 34.04
1596333600 0 32900 6 42.11 0 19200 5 34.09
1596337200 0 32900 6 42.11 0 18900 4 34.03
1596340800 0 32900 6 42.11 0 19100 5 34.07
1596344400 0 33200 5 42.13 0 19200 5 34.09
1596348000 0 33200 6 42.13 0 18900 4 34.04
1596351600 0 33400 5 42.14 0 18800 4 34.02
1596355200 0 33400 5 42.15 0 18800 6 34.02
1596358800 0 33300 6 42.15 0 18800 6 34.02
1596362400 0 33500 5 42.16 0 18700 4 34
1596366000 0 33500 6 42.16 0 18800 5 34.02
1596369600 0 33500 6 42.16 0 19500 4 33.98
1596373200 0 33500 6 42.16 0 19400 4 33.96
1596376800 0 33700 5 42.18 0 19600 5 34
1596380400 0 33500 4 42.17 0 19800 5 34.03
1596384000 0 33700 5 42.18 0 19700 4 34.02
1596387600 0 33600 6 42.18 0 19400 4 33.97
1596391200 0 33600 6 42.18 0 19600 5 34
1596394800 0 33600 6 42.18 0 19500 4 33.98
1596398400 0 33800 5 42.19 0 19600 5 33.99
1596402000 0 33700 4 42.18 0 19300 4 33.95
1596405600 0 33500 6 42.18 0 19500 5 33.98
1596409200 0 33700 5 42.19 0 19400 4 33.96
1596412800 0 33700 4 42.18 0 19400 5 33.97
1596416400 0 33400 4 42.15 0 19200 4 33.93
1596420000 0 33200 6 42.15 0 19400 5 33.96
1596423600 0 33000 4 42.12 0 20000 4 33.95
1596427200 0 32600 4 42.07 0 20000 6 33.95
1596430800 0 32400 4 42.04 0 19900 4 33.91
1596434400 0 32300 4 42 0 19800 4 33.89
1596438000 0 32000 4 41.96 0 19900 5 33.93
1596441600 0 31800 4 41.94 0 19800 4 33.88
1596445200 0 31700 4 41.91 0 19800 6 33.88
1596448800 0 31700 4 41.89 0 19800 4 33.87
1596452400 0 31500 4 41.87 0 19900 5 33.9
1596456000 0 31400 4 41.85 0 19800 4 33.87
1596459600 0 31300 4 41.83 0 19700 4 33.83
1596463200 0 31200 4 41.81 0 19700 6 33.83
1596466800 0 31300 4 41.8 0 19700 6 33.83
1596470400 0 31300 4 41.79 0 19700 5 33.84
1596474000 0 31100 4 41.78 0 19800 5 33.87
1596477600 0 30900 4 41.76 0 19700 4 33.82
1596481200 0 31000 4 41.74 0 19700 6 33.82
1596484800 0 30900 4 41.72 0 19600 4 33.81
1596488400 0 30900 4 41.71 0 19700 5 33.84
1596492000 0 30900 4 41.7 0 19600 4 33.81
1596495600 0 30900 4 41.68 0 19500 4 33.77
1596499200 0 30800 4 41.67 0 19600 5 33.79
1596502800 0 30800 6 41.67 0 19500 4 33.77
1596506400 0 30700 4 41.66 0 19500 4 33.75
1596510000 0 30600 4 41.64 0 19600 5 33.78
1596513600 0 30700 6 41.64 0 19600 5 33.8
1596517200 0 30600 4 41.62 0 19400 4 33.73
1596520800 0 30600 4 41.61 0 19500 5 33.75
1596524400 0 30700 6 41.61 0 19400 4 33.73
1596528000 0 30600 6 41.61 0 19400 4 33.71
1596531600 0 30700 4 41.6 0 19400 6 33.71
1596535200 0 30600 4 41.59 0 19400 6 33.71
1596538800 0 30700 6 41.59 0 19400 4 33.7
1596542400 0 30600 4 41.58 0 19400 5 33.71
1596546000 0 30700 6 41.58 0 19300 4 33.66
1596549600 0 30600 6 41.58 0 19300 5 33.68
1596553200 0 30900 5 41.59 0 19300 6 33.68
1596556800 0 30800 4 41.58 0 19300 6 33.68
1596560400 0 30800 5 41.59 0 19200 4 33.62
1596564000 0 30700 6 41.59 0 19200 4 33.59
1596567600 0 30900 4 41.58 0 19200 5 33.63
1596571200 0 30600 6 41.58 0 19200 4 33.62
1596574800 0 30700 4 41.57 0 19200 5 33.63
1596578400 0 30800 6 41.57 0 19200 4 33.59
1596582000 0 30800 6 41.57 0 19200 5 33.62
1596585600 0 30800 4 41.56 0 19100 4 33.58
1596589200 0 30800 6 41.56 0 19200 5 33.59
1596592800 0 30800 6 41.56 0 20500 4 33.57
1596596400 0 30900 6 41.56 0 20400 5 33.61
1596600000 0 30900 6 41.56 0 20400 6 33.61
1596603600 0 30900 6 41.56 0 20500 4 33.56
1596607200 0 30900 6 41.56 0 20600 4 33.54
1596610800 0 30900 4 41.54 0 20600 6 33.54
1596614400 0 30800 6 41.54 0 20600 6 33.54
1596618000 0 30900 6 41.54 0 20500 5 33.58
1596621600 0 30800 4 41.51 0 20600 4 33.5
1596625200 0 30400 4 41.49 0 20600 4 33.49
1596628800 0 30400 4 41.48 0 20600 6 33.49
1596632400 0 30300 4 41.46 0 20700 4 33.46
1596636000 0 30300 4 41.45 0 20700 5 33.47
1596639600 0 30200 4 41.44 0 20600 5 33.48
1596643200 0 30100 4 41.42 0 20600 5 33.49
1596646800 0 29900 4 41.4 0 20600 5 33.5
1596650400 0 29900 4 41.39 0 20600 6 33.5
1596654000 0 29700 4 41.36 0 20700 4 33.47
1596657600 0 29700 4 41.35 0 20600 5 33.49
1596661200 0 29700 4 41.34 0 20700 4 33.46
1596664800 0 29500 4 41.32 0 20700 4 33.45
1596668400 0 29500 4 41.31 0 20700 6 33.45
1596672000 0 29400 4 41.29 0 20800 4 33.38
1596675600 0 29600 5 41.3 0 20700 5 33.43
1596679200 0 29400 4 41.28 0 20700 4 33.41
1596682800 0 29400 6 41.28 0 20700 6 33.41
1596686400 0 29500 6 41.28 0 20700 6 33.41
1596690000 0 29600 6 41.28 0 20700 6 33.41
1596693600 0 29500 4 41.26 0 20800 4 33.37
1596697200 0 29300 4 41.25 0 20800 4 33.33
1596700800 0 29300 6 41.25 0 20500 5 33.34
1596704400 0 29600 6 41.25 0 20500 5 33.38
1596708000 0 29600 6 41.25 0 20400 4 33.31
1596711600 0 29600 4 41.24 0 20400 4 33.29
1596715200 0 29500 6 41.24 0 20400 6 33.29
1596718800 0 29500 5 41.25 0 20400 5 33.31
1596722400 0 29600 4 41.24 0 20400 4 33.3
1596726000 0 29800 6 41.24 0 20400 4 33.29
1596729600 0 29700 6 41.24 0 20400 5 33.31
1596733200 0 29500 6 41.24 0 20400 4 33.29
1596736800 0 29700 5 41.25 0 20400 4 33.25
1596740400 0 29700 4 41.23 0 20300 4 33.24
1596744000 0 29700 6 41.23 0 20400 5 33.28
1596747600 0 29800 5 41.24 0 20300 4 33.23
1596751200 0 29900 6 41.24 0 20300 4 33.18
1596754800 0 29800 6 41.24 0 20300 5 33.21
1596758400 0 29900 6 41.24 0 20400 5 33.25
1596762000 0 29800 4 41.23 0 20400 6 33.25
1596765600 0 29700 6 41.23 0 20400 6 33.25
1596769200 0 29700 6 41.23 0 20300 4 33.23
1596772800 0 29600 4 41.22 0 20300 4 33.21
1596776400 0 29500 4 41.21 0 20300 4 33.18
1596780000 0 29700 5 41.22 0 20300 6 33.18
1596783600 0 29700 4 41.21 0 20300 6 33.18
1596787200 0 29600 4 41.2 0 19100 4 33.15
1596790800 0 29600 6 41.2 0 19200 5 33.18
1596794400 0 29600 6 41.2 0 19200 4 33.16
1596798000 0 29600 4 41.19 0 19100 4 33.14
1596801600 0 29500 4 41.17 0 19000 4 33.12
1596805200 0 29300 4 41.14 0 19000 4 33.11
1596808800 0 29400 6 41.14 0 18900 4 33.09
1596812400 0 29200 4 41.13 0 18900 4 33.08
1596816000 0 29100 4 41.11 0 18900 5 33.09
1596819600 0 29100 4 41.1 0 19000 5 33.11
1596823200 0 29100 4 41.09 0 18900 4 33.08
1596826800 0 29200 4 41.07 0 18900 6 33.08
1596830400 0 28900 4 41.05 0 18900 5 33.09
1596834000 0 28800 4 41.04 0 18600 4 33
1596837600 0 28800 4 41.03 0 18600 6 33
1596841200 0 28700 4 41.02 0 18800 5 33.05
1596844800 0 28700 4 40.99 0 18900 5 33.07
1596848400 0 28600 4 40.98 0 18800 4 33.05
1596852000 0 28500 4 40.96 0 18700 4 33.03
1596855600 0 28700 6 40.96 0 18700 5 33.04
1596859200 0 28600 4 40.93 0 18600 4 33
1596862800 0 28400 6 40.93 0 18700 5 33.02
1596866400 0 28600 6 40.93 0 18700 6 33.02
1596870000 0 28300 4 40.91 0 18500 4 32.97
1596873600 0 28500 6 40.91 0 18600 5 32.99
1596877200 0 28500 4 40.9 0 18300 4 32.93
1596880800 0 28500 4 40.89 0 18400 5 32.96
1596884400 0 28400 4 40.88 0 18300 4 32.91
1596888000 0 28300 6 40.88 0 18300 6 32.91
1596891600 0 28300 4 40.87 0 18300 6 32.91
1596895200 0 28500 5 40.88 0 18300 5 32.93
1596898800 0 28300 4 40.86 0 18300 4 32.91
1596902400 0 28500 5 40.87 0 18300 6 32.91
1596906000 0 28600 5 40.88 0 18300 6 32.91
1596909600 0 28500 4 40.87 0 18100 4 32.88
1596913200 0 28500 5 40.88 0 18100 4 32.87
1596916800 0 28700 6 40.88 0 18000 4 32.84
1596920400 0 28500 4 40.87 0 18100 5 32.88
1596924000 0 28500 6 40.87 0 18000 4 32.84
1596927600 0 28500 4 40.86 0 17800 4 32.81
1596931200 0 28400 4 40.85 0 17900 5 32.83
1596934800 0 28400 4 40.84 0 17900 4 32.82
1596938400 0 28400 6 40.84 0 18000 5 32.84
1596942000 0 28300 4 40.82 0 17900 4 32.83
1596945600 0 28400 6 40.82 0 18000 5 32.84
